customer_id,gender,senior_citizen,age,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,num_services,support_tickets,sessions_per_week,churn
CUST05796,Female,0,59,56,One year,Bank transfer,Fiber optic,97.5,5451.82,7,1,1.8,No
CUST05797,Female,1,47,69,Month-to-month,Mailed check,Fiber optic,75.81,5054.63,2,3,0.2,Yes
CUST05798,Male,0,39,58,Month-to-month,Electronic check,Fiber optic,41.44,2276.96,4,1,7.8,No
CUST05799,Male,0,32,42,Two year,Electronic check,Fiber optic,21.87,839.75,6,2,2.7,No
CUST05800,Male,0,37,38,Two year,Credit card,DSL,81.07,2835.11,1,1,3.7,No
CUST05801,Male,0,55,68,Two year,Credit card,Fiber optic,31.37,2100.92,4,1,1.7,No
CUST05802,Male,1,40,53,Two year,Credit card,DSL,53.0,2424.33,6,1,1.9,No
CUST05803,Male,0,48,33,Month-to-month,Electronic check,Fiber optic,86.93,2773.99,2,3,2.4,No
CUST05804,Male,0,74,71,Month-to-month,Credit card,DSL,28.0,1800.62,3,1,4.8,Yes
CUST05805,Female,0,34,56,Two year,Mailed check,Fiber optic,30.98,1636.55,5,1,2.8,No
CUST05806,Female,1,52,51,Month-to-month,Mailed check,Fiber optic,24.29,1191.46,6,2,5.0,No
CUST05807,Female,0,19,43,One year,Bank transfer,Fiber optic,119.6,5282.33,6,3,0.7,No
CUST05808,Male,0,64,15,Month-to-month,Electronic check,Fiber optic,57.48,832.73,6,0,0.7,No
CUST05809,Female,0,70,38,One year,Electronic check,No,110.39,3756.18,4,3,0.7,Yes
CUST05810,Female,0,48,15,Month-to-month,Credit card,Fiber optic,47.95,622.79,7,1,0.1,No
CUST05811,Female,1,43,5,Two year,Electronic check,DSL,94.83,462.48,4,2,0.6,No
CUST05812,Female,0,48,54,Month-to-month,Electronic check,Fiber optic,40.34,2089.07,3,1,0.4,Yes
CUST05813,Male,0,25,51,Two year,Electronic check,Fiber optic,68.83,3455.43,1,2,1.8,No
CUST05814,Male,0,33,10,One year,Mailed check,DSL,102.11,961.75,2,4,0.4,Yes
CUST05815,Female,0,29,12,Month-to-month,Credit card,No,101.27,1233.5,1,3,1.6,No
CUST05816,Female,0,70,4,One year,Credit card,No,99.02,409.56,7,1,20.0,No
CUST05817,Male,0,73,18,Month-to-month,Electronic check,DSL,102.02,1575.6,4,1,2.1,Yes
CUST05818,Male,0,36,36,Month-to-month,Electronic check,Fiber optic,39.57,1422.84,4,0,7.8,No
CUST05819,Female,0,61,25,Month-to-month,Electronic check,Fiber optic,67.19,1439.6,6,1,3.6,No
CUST05820,Male,0,30,36,Month-to-month,Credit card,Fiber optic,67.46,2280.46,6,0,6.7,No
CUST05821,Male,1,18,67,One year,Mailed check,No,108.83,6871.03,1,2,2.9,No
CUST05822,Male,1,30,9,Month-to-month,Credit card,DSL,48.28,429.85,2,2,5.0,No
CUST05823,Male,0,21,61,Month-to-month,Electronic check,Fiber optic,113.01,6345.43,4,2,1.1,Yes
CUST05824,Male,0,68,53,One year,Electronic check,Fiber optic,63.98,3439.02,4,1,1.4,No
CUST05825,Male,0,62,18,Month-to-month,Electronic check,No,86.32,1427.24,7,2,9.7,No
CUST05826,Male,0,65,43,Month-to-month,Electronic check,DSL,45.43,1794.29,1,2,0.9,No
CUST05827,Male,1,48,35,Month-to-month,Bank transfer,No,59.85,1873.86,5,0,1.6,Yes
CUST05828,Male,1,25,63,One year,Bank transfer,Fiber optic,90.4,5619.87,6,0,3.2,No
CUST05829,Male,0,44,4,Month-to-month,Credit card,No,70.3,243.33,3,2,1.5,Yes
CUST05830,Female,1,25,41,Month-to-month,Bank transfer,Fiber optic,112.93,4271.81,4,1,0.1,No
CUST05831,Female,0,73,45,Month-to-month,Electronic check,Fiber optic,93.19,3788.36,2,3,4.7,No
CUST05832,Male,0,68,50,Month-to-month,Credit card,No,75.57,3385.03,5,1,1.2,No
CUST05833,Male,0,41,28,Month-to-month,Electronic check,Fiber optic,108.44,2617.9,1,3,0.8,No
CUST05834,Male,0,39,42,One year,Electronic check,DSL,85.89,3203.63,7,2,2.1,No
CUST05835,Male,1,57,69,One year,Mailed check,DSL,84.03,5445.83,1,2,0.1,No
CUST05836,Male,0,46,1,Month-to-month,Electronic check,Fiber optic,43.13,41.01,7,0,6.0,No
CUST05837,Female,0,26,39,One year,Electronic check,Fiber optic,58.28,2054.49,2,0,0.9,No
CUST05838,Male,0,34,17,Month-to-month,Mailed check,DSL,87.7,1461.15,7,0,7.7,No
CUST05839,Male,0,18,35,Month-to-month,Electronic check,DSL,108.96,3497.68,6,1,3.4,No
CUST05840,Male,0,61,46,Month-to-month,Credit card,Fiber optic,50.19,2132.0,6,1,2.4,No
CUST05841,Male,0,49,42,Month-to-month,Electronic check,Fiber optic,39.98,1690.12,5,3,4.9,No
CUST05842,Female,0,37,39,One year,Bank transfer,DSL,78.56,2942.49,2,1,15.0,No
CUST05843,Male,0,18,49,Two year,Mailed check,Fiber optic,24.85,1267.13,4,0,0.9,No
CUST05844,Male,0,42,62,Month-to-month,Mailed check,No,90.88,5194.28,5,2,1.3,No
CUST05845,Female,0,58,38,One year,Electronic check,Fiber optic,89.72,3462.44,3,0,2.0,No
CUST05846,Female,0,44,23,Month-to-month,Electronic check,Fiber optic,54.21,1243.92,3,2,2.3,No
CUST05847,Male,0,40,22,Month-to-month,Electronic check,DSL,109.05,2466.37,2,2,2.4,Yes
CUST05848,Female,0,35,4,Two year,Bank transfer,No,69.22,288.33,3,1,2.4,No
CUST05849,Female,0,69,49,Month-to-month,Bank transfer,Fiber optic,83.87,3499.5,2,2,5.3,No
CUST05850,Male,0,48,59,Month-to-month,Bank transfer,Fiber optic,39.38,2015.94,7,1,1.6,No
CUST05851,Male,0,45,68,Month-to-month,Electronic check,DSL,60.57,4056.43,4,0,0.1,No
CUST05852,Male,0,69,71,Month-to-month,Bank transfer,Fiber optic,105.97,6982.45,6,0,6.3,No
CUST05853,Female,0,59,2,One year,Credit card,DSL,39.72,80.54,4,2,3.3,No
CUST05854,Male,1,38,49,Month-to-month,Credit card,DSL,57.84,2415.83,2,3,0.6,No
CUST05855,Female,0,29,31,One year,Mailed check,Fiber optic,50.44,1581.46,4,2,0.1,No
CUST05856,Male,0,54,40,One year,Bank transfer,Fiber optic,33.41,1172.09,3,1,1.1,No
CUST05857,Male,0,41,48,Month-to-month,Credit card,DSL,47.55,2072.53,7,1,0.4,No
CUST05858,Male,0,68,51,Month-to-month,Electronic check,No,41.74,2222.01,4,1,6.8,No
CUST05859,Male,0,56,43,One year,Credit card,Fiber optic,112.21,4151.07,7,1,1.0,No
CUST05860,Female,0,66,55,Month-to-month,Bank transfer,DSL,93.59,4734.67,3,3,3.7,Yes
CUST05861,Male,0,50,49,Month-to-month,Electronic check,DSL,50.24,2134.11,6,4,3.2,No
CUST05862,Male,0,68,57,Month-to-month,Mailed check,DSL,95.86,5577.24,6,2,3.8,No
CUST05863,Male,0,34,15,Month-to-month,Bank transfer,No,20.26,301.04,3,2,2.3,No
CUST05864,Female,0,50,27,One year,Credit card,Fiber optic,71.71,1955.66,7,1,3.9,No
CUST05865,Male,0,33,68,Month-to-month,Electronic check,DSL,43.53,2828.19,1,0,2.2,No
CUST05866,Male,0,68,64,Month-to-month,Mailed check,DSL,29.66,1749.31,4,1,1.4,No
CUST05867,Male,0,44,30,Month-to-month,Credit card,Fiber optic,108.14,2759.05,4,0,5.9,No
CUST05868,Female,0,58,36,Month-to-month,Credit card,Fiber optic,38.33,1249.6,2,1,1.8,No
CUST05869,Male,0,70,67,Month-to-month,Bank transfer,Fiber optic,101.88,6504.53,2,1,2.5,No
CUST05870,Female,0,45,49,Month-to-month,Bank transfer,Fiber optic,60.15,2896.87,7,2,1.9,Yes
CUST05871,Female,0,53,55,Month-to-month,Electronic check,Fiber optic,19.46,958.76,5,0,4.5,No
CUST05872,Female,0,24,56,One year,Credit card,DSL,92.72,4557.72,3,1,2.3,No
CUST05873,Female,0,51,68,Month-to-month,Credit card,No,78.83,4772.52,6,2,1.9,No
CUST05874,Male,0,71,44,Month-to-month,Credit card,No,53.11,2151.8,6,1,0.9,No
CUST05875,Male,0,63,31,Month-to-month,Electronic check,DSL,46.72,1274.05,1,1,7.3,No
CUST05876,Male,0,18,58,Month-to-month,Credit card,DSL,25.52,1304.56,3,4,6.0,No
CUST05877,Female,0,21,53,One year,Mailed check,Fiber optic,114.03,5189.93,4,2,1.7,No
CUST05878,Male,0,71,23,Month-to-month,Bank transfer,No,68.39,1606.55,5,2,3.2,No
CUST05879,Male,1,43,28,Month-to-month,Credit card,Fiber optic,26.72,668.82,3,2,2.1,Yes
CUST05880,Male,1,37,16,Month-to-month,Electronic check,DSL,106.61,1730.29,5,6,0.6,Yes
CUST05881,Male,0,72,37,Month-to-month,Electronic check,Fiber optic,46.44,1611.17,3,1,1.4,No
CUST05882,Male,0,68,21,Two year,Mailed check,Fiber optic,38.77,795.03,7,4,5.8,No
CUST05883,Female,0,30,17,Month-to-month,Bank transfer,DSL,46.66,686.25,4,0,4.8,Yes
CUST05884,Female,0,52,37,Month-to-month,Electronic check,Fiber optic,75.59,2703.74,4,3,0.3,No
CUST05885,Male,1,27,19,Two year,Mailed check,Fiber optic,25.55,440.79,3,1,0.2,No
CUST05886,Female,0,25,30,Month-to-month,Mailed check,DSL,67.14,1750.42,6,4,5.8,No
CUST05887,Female,0,35,45,Month-to-month,Credit card,Fiber optic,109.37,5077.4,7,1,6.9,No
CUST05888,Female,0,34,18,Month-to-month,Electronic check,Fiber optic,37.19,649.82,6,0,1.0,No
CUST05889,Female,0,22,62,Month-to-month,Electronic check,DSL,51.78,2884.0,1,1,1.3,No
CUST05890,Female,0,47,36,Month-to-month,Credit card,No,58.4,1963.49,4,4,1.2,Yes
CUST05891,Female,0,48,52,Month-to-month,Bank transfer,Fiber optic,77.79,3727.06,7,0,0.4,Yes
CUST05892,Male,0,56,19,One year,Electronic check,Fiber optic,111.76,2102.45,2,3,4.1,No
CUST05893,Male,0,69,44,One year,Mailed check,Fiber optic,58.24,2489.49,1,1,1.4,No
CUST05894,Male,0,41,7,Two year,Credit card,Fiber optic,25.05,,3,1,5.4,No
CUST05895,Female,0,34,44,Month-to-month,Bank transfer,Fiber optic,53.49,2093.65,1,0,6.3,Yes
CUST05896,Female,0,70,68,Month-to-month,Electronic check,DSL,37.39,2404.27,2,0,7.3,No
CUST05897,Male,0,51,34,Month-to-month,Mailed check,No,84.48,2697.39,4,2,5.1,No
CUST05898,Male,0,60,66,Month-to-month,Mailed check,No,20.98,1320.06,4,2,4.7,Yes
CUST05899,Female,0,52,69,Two year,Bank transfer,DSL,47.78,3273.62,6,1,1.8,No
CUST05900,Male,0,32,55,Two year,Bank transfer,DSL,73.61,3993.5,4,2,0.1,No
CUST05901,Male,0,71,10,Month-to-month,Electronic check,DSL,46.29,427.98,7,1,0.4,No
CUST05902,Female,0,28,42,One year,Bank transfer,Fiber optic,74.2,3195.92,6,2,2.3,No
CUST05903,Female,0,51,41,Month-to-month,Credit card,Fiber optic,29.7,1050.37,2,2,1.3,No
CUST05904,Female,0,25,69,Month-to-month,Electronic check,DSL,114.17,7616.99,1,2,5.3,No
CUST05905,Male,0,32,10,Month-to-month,Credit card,Fiber optic,47.67,495.74,3,0,2.5,No
CUST05906,Male,0,53,10,Two year,Bank transfer,No,112.15,1076.43,3,1,0.3,No
CUST05907,Male,0,72,60,Month-to-month,Mailed check,DSL,51.24,2893.08,7,0,2.0,No
CUST05908,Female,0,54,51,Month-to-month,Bank transfer,Fiber optic,97.75,4370.99,1,4,5.2,No
CUST05909,Female,0,40,21,Month-to-month,Electronic check,DSL,43.11,916.21,4,0,6.0,No
CUST05910,Female,0,56,8,One year,Electronic check,Fiber optic,86.32,638.6,6,0,0.5,No
CUST05911,Female,0,43,65,Month-to-month,Mailed check,No,51.02,3283.96,3,2,0.3,No
CUST05912,Female,0,51,30,Month-to-month,Mailed check,Fiber optic,69.93,1866.1,4,3,1.5,No
CUST05913,Female,0,28,49,Month-to-month,Electronic check,Fiber optic,86.73,3647.89,7,1,0.2,Yes
CUST05914,Male,0,71,9,Month-to-month,Electronic check,Fiber optic,78.07,640.16,5,3,3.9,No
CUST05915,Female,0,29,17,Month-to-month,Bank transfer,Fiber optic,76.78,1182.93,5,0,1.8,No
CUST05916,Female,0,25,69,Month-to-month,Electronic check,DSL,24.7,1746.39,7,2,0.7,No
CUST05917,Female,0,63,58,One year,Mailed check,Fiber optic,43.41,2575.52,3,3,0.3,Yes
CUST05918,Female,0,25,57,Month-to-month,Electronic check,DSL,76.33,4162.76,1,2,7.9,No
CUST05919,Male,0,58,62,One year,Mailed check,Fiber optic,19.87,1051.83,1,2,0.1,No
CUST05920,Male,1,22,52,Two year,Electronic check,DSL,43.57,2029.25,1,1,,No
CUST05921,Male,0,62,61,One year,Bank transfer,Fiber optic,41.38,2468.15,4,1,0.8,No
CUST05922,Female,0,27,40,One year,Bank transfer,DSL,43.49,1513.94,5,1,0.3,No
CUST05923,Female,0,20,38,One year,Electronic check,Fiber optic,72.63,2732.68,4,2,3.1,No
CUST05924,Male,1,60,43,Month-to-month,Mailed check,DSL,77.36,2835.47,2,0,0.7,No
CUST05925,Female,0,54,63,Two year,Bank transfer,DSL,110.72,6881.24,2,2,2.0,No
CUST05926,Female,1,39,19,Two year,Bank transfer,No,57.38,1110.83,3,4,5.9,No
CUST05927,Male,0,74,50,Month-to-month,Mailed check,DSL,112.51,5309.59,2,0,5.2,Yes
CUST05928,Male,0,42,33,Month-to-month,Credit card,DSL,84.5,2832.6,1,1,0.5,No
CUST05929,Female,0,21,13,Month-to-month,Bank transfer,Fiber optic,111.09,1453.28,3,0,0.3,No
CUST05930,Female,0,54,62,Month-to-month,Credit card,DSL,103.01,6286.25,5,5,3.3,No
CUST05931,Male,0,25,43,Two year,Mailed check,No,88.13,3558.54,6,2,0.7,No
CUST05932,Female,0,47,49,Month-to-month,Mailed check,DSL,54.32,2407.17,5,2,4.6,No
CUST05933,Female,0,26,36,One year,Credit card,Fiber optic,42.59,1567.24,7,1,1.7,No
CUST05934,Male,1,32,10,Month-to-month,Mailed check,Fiber optic,40.68,398.55,2,0,0.5,No
CUST05935,Male,0,18,6,Two year,Bank transfer,Fiber optic,115.12,697.35,7,0,11.0,No
CUST05936,Female,0,68,57,Month-to-month,Credit card,Fiber optic,115.77,6337.53,2,1,0.2,Yes
CUST05937,Male,0,61,1,Two year,Mailed check,Fiber optic,91.93,81.3,5,2,0.4,No
CUST05938,Male,1,30,71,Two year,Mailed check,No,108.15,8031.0,7,0,5.0,No
CUST05939,Male,0,21,58,One year,Electronic check,Fiber optic,111.74,5745.65,2,0,1.8,No
CUST05940,Male,0,33,21,Month-to-month,Credit card,No,70.18,1521.31,2,3,8.3,Yes
CUST05941,Female,0,74,56,Month-to-month,Credit card,Fiber optic,82.16,4102.34,4,1,0.4,Yes
CUST05942,Female,0,61,20,One year,Mailed check,Fiber optic,60.71,1122.83,6,1,0.5,No
CUST05943,Female,0,64,54,One year,Electronic check,Fiber optic,60.69,3074.12,6,1,0.1,No
CUST05944,Female,0,18,25,Month-to-month,Electronic check,Fiber optic,21.92,566.78,5,3,0.7,Yes
CUST05945,Male,0,31,28,Month-to-month,Mailed check,Fiber optic,62.25,1791.18,5,0,3.2,Yes
CUST05946,Female,0,44,5,Month-to-month,Credit card,DSL,86.7,439.85,2,2,3.9,Yes
CUST05947,Male,0,43,21,Month-to-month,Credit card,DSL,61.04,1186.13,1,2,1.7,Yes
CUST05948,Male,0,64,18,One year,Electronic check,DSL,106.99,1638.68,4,2,0.9,No
CUST05949,Male,0,49,47,Month-to-month,Mailed check,Fiber optic,51.92,2406.85,1,2,3.8,No
CUST05950,Female,0,57,70,Month-to-month,Credit card,No,31.53,2057.44,2,1,0.6,No
CUST05951,Male,0,19,57,Month-to-month,Credit card,Fiber optic,100.78,5752.57,5,3,4.4,Yes
CUST05952,Male,0,33,19,One year,Credit card,DSL,86.74,1662.84,7,1,4.6,No
CUST05953,Female,0,45,65,Month-to-month,Electronic check,Fiber optic,42.67,2601.44,7,1,1.7,No
CUST05954,Male,0,66,3,One year,Mailed check,Fiber optic,72.72,218.08,1,2,0.6,No
CUST05955,Female,0,43,42,Month-to-month,Credit card,No,58.99,2522.15,6,3,3.0,No
CUST05956,Female,0,28,21,Two year,Electronic check,DSL,113.76,2474.23,3,1,5.8,No
CUST05957,Male,0,40,40,One year,Electronic check,DSL,79.95,3090.84,1,3,2.3,No
CUST05958,Female,1,47,67,Month-to-month,Electronic check,DSL,34.16,2301.76,5,2,1.9,No
CUST05959,Male,0,69,25,Two year,Mailed check,DSL,69.22,1642.09,6,1,11.6,No
CUST05960,Female,1,48,55,Month-to-month,Mailed check,DSL,105.98,5003.13,2,3,2.3,No
CUST05961,Male,0,19,52,Month-to-month,Credit card,No,86.49,3962.48,1,1,0.1,No
CUST05962,Male,0,37,44,Month-to-month,Mailed check,Fiber optic,103.93,4004.25,2,0,2.1,No
CUST05963,Male,0,46,56,One year,Electronic check,Fiber optic,43.54,2156.27,4,3,1.8,No
CUST05964,Male,0,27,55,Month-to-month,Credit card,No,108.61,5089.72,3,3,1.0,Yes
CUST05965,Male,0,35,70,Two year,Bank transfer,No,95.07,6799.59,7,1,1.1,No
CUST05966,Male,0,48,66,One year,Electronic check,DSL,92.35,5863.67,5,2,8.0,Yes
CUST05967,Female,0,21,19,Month-to-month,Bank transfer,No,53.35,939.28,5,1,0.4,No
CUST05968,Female,0,44,7,Month-to-month,Mailed check,DSL,108.54,708.08,2,3,4.3,No
CUST05969,Male,0,35,63,Month-to-month,Credit card,Fiber optic,83.07,4933.38,3,2,7.0,No
CUST05970,Female,0,61,42,One year,Bank transfer,DSL,104.89,3809.67,6,1,0.9,No
CUST05971,Female,0,48,42,One year,Credit card,DSL,54.82,2083.55,5,0,0.2,No
CUST05972,Female,0,24,59,Month-to-month,Mailed check,No,32.86,1978.15,1,2,1.1,No
CUST05973,Male,0,36,20,Month-to-month,Credit card,Fiber optic,51.9,1036.69,5,0,1.7,No
CUST05974,Male,0,56,17,Month-to-month,Credit card,Fiber optic,64.44,1054.6,1,3,9.1,Yes
CUST05975,Female,0,19,27,Month-to-month,Bank transfer,Fiber optic,72.41,1849.77,5,0,1.7,No
CUST05976,Female,1,31,47,Month-to-month,Credit card,Fiber optic,70.1,2971.14,1,3,0.3,Yes
CUST05977,Male,0,53,2,Two year,Electronic check,DSL,73.7,139.18,4,1,0.5,No
CUST05978,Male,0,60,63,One year,Credit card,No,103.85,6343.47,2,3,1.3,No
CUST05979,Female,1,72,62,Month-to-month,Mailed check,Fiber optic,35.35,2175.32,6,0,0.6,No
CUST05980,Male,0,63,19,Month-to-month,Mailed check,Fiber optic,50.24,843.19,6,1,0.2,No
CUST05981,Female,1,45,17,One year,Bank transfer,Fiber optic,108.64,1870.19,4,0,0.6,No
CUST05982,Female,0,55,69,Month-to-month,Bank transfer,No,75.17,4767.45,7,1,0.3,No
CUST05983,Male,0,20,39,Month-to-month,Bank transfer,DSL,77.51,2873.72,6,3,0.7,No
CUST05984,Female,0,46,71,One year,Bank transfer,No,66.76,4605.25,1,2,16.9,No
CUST05985,Female,0,73,39,Month-to-month,Bank transfer,No,74.0,2734.83,6,1,1.8,No
CUST05986,Male,0,44,36,Month-to-month,Credit card,DSL,38.2,1326.23,2,1,3.2,Yes
CUST05987,Female,0,74,40,One year,Bank transfer,No,73.78,2574.35,3,5,0.5,No
CUST05988,Male,0,65,45,Two year,Bank transfer,Fiber optic,119.71,5044.51,1,0,5.7,No
CUST05989,Female,0,69,4,Month-to-month,Bank transfer,Fiber optic,75.74,274.51,7,1,0.9,Yes
CUST05990,Male,0,65,25,One year,Mailed check,No,22.53,488.45,7,2,12.1,No
CUST05991,Male,0,74,69,Two year,Mailed check,DSL,99.24,6082.89,7,1,5.4,No
CUST05992,Male,0,20,30,Month-to-month,Electronic check,No,58.44,1701.46,6,1,9.0,No
CUST05993,Male,1,65,68,Two year,Credit card,Fiber optic,33.67,2036.19,5,1,3.3,No
CUST05994,Female,0,47,29,Month-to-month,Electronic check,Fiber optic,105.98,2723.7,5,1,3.2,No
CUST05995,Female,1,35,68,Month-to-month,Electronic check,Fiber optic,38.19,2494.51,3,2,5.5,No
CUST05996,Male,0,25,51,Month-to-month,Electronic check,DSL,111.92,5884.53,4,3,3.8,Yes
CUST05997,Male,0,27,24,Month-to-month,Bank transfer,Fiber optic,63.06,1525.15,1,2,2.8,No
CUST05998,Female,0,39,14,One year,Electronic check,No,93.76,1353.36,5,2,1.3,No
CUST05999,Female,0,41,69,Month-to-month,Credit card,DSL,73.79,4921.43,7,1,0.8,No
CUST06000,Male,0,20,18,One year,Bank transfer,Fiber optic,44.18,741.15,2,1,4.6,No
CUST06001,Male,0,31,42,One year,Bank transfer,DSL,86.45,3616.12,3,2,1.5,No
CUST06002,Male,0,64,57,Month-to-month,Electronic check,No,115.71,5950.91,4,1,0.2,Yes
CUST06003,Male,0,41,12,Month-to-month,Electronic check,Fiber optic,96.5,1002.38,7,0,2.0,No
CUST06004,Female,0,44,17,One year,Electronic check,DSL,79.61,1243.64,4,1,3.2,No
CUST06005,Male,0,51,30,Month-to-month,Bank transfer,DSL,119.04,3249.25,2,1,0.1,No
CUST06006,Male,0,48,23,One year,Electronic check,Fiber optic,45.06,1020.95,6,6,3.7,No
CUST06007,Male,0,65,1,One year,Mailed check,DSL,24.36,23.39,2,2,0.8,Yes
CUST06008,Male,0,44,32,One year,Credit card,DSL,21.28,597.65,6,2,0.8,No
CUST06009,Female,0,62,9,Month-to-month,Mailed check,DSL,90.49,840.23,3,1,2.5,Yes
CUST06010,Female,0,46,15,Month-to-month,Electronic check,Fiber optic,102.68,1491.94,2,0,1.2,No
CUST06011,Male,0,72,28,Month-to-month,Credit card,DSL,82.78,2182.33,5,3,1.8,No
CUST06012,Female,0,46,24,Month-to-month,Bank transfer,Fiber optic,110.31,2746.56,4,0,,No
CUST06013,Male,0,64,60,Two year,Electronic check,No,89.19,4652.83,7,2,7.6,No
CUST06014,Female,0,63,35,One year,Electronic check,Fiber optic,55.84,1969.88,7,2,0.7,No
CUST06015,Male,0,67,27,Two year,Mailed check,Fiber optic,36.49,909.3,6,0,1.9,No
CUST06016,Male,0,65,20,Month-to-month,Credit card,Fiber optic,112.31,2221.67,2,2,4.6,No
CUST06017,Male,1,29,65,Two year,Electronic check,DSL,28.57,1924.17,1,0,0.7,No
CUST06018,Female,0,31,49,One year,Bank transfer,No,73.38,3428.58,2,1,0.3,No
CUST06019,Male,0,44,1,Month-to-month,Credit card,DSL,50.03,42.75,7,4,0.1,No
CUST06020,Female,0,64,10,Month-to-month,Mailed check,Fiber optic,45.68,390.92,6,3,0.3,Yes
CUST06021,Male,0,19,47,Two year,Electronic check,DSL,83.88,3611.64,4,1,1.0,No
CUST06022,Female,0,54,59,Month-to-month,Electronic check,No,41.59,2469.35,5,2,1.6,No
CUST06023,Female,0,62,62,Two year,Electronic check,No,111.47,6272.91,7,0,2.7,No
CUST06024,Female,1,74,18,One year,Bank transfer,Fiber optic,59.42,980.67,7,3,0.7,Yes
CUST06025,Female,0,35,46,One year,Mailed check,DSL,87.09,4033.75,2,0,0.9,No
CUST06026,Female,0,30,32,Month-to-month,Credit card,DSL,92.23,2577.24,5,0,3.6,No
CUST06027,Female,1,26,27,Month-to-month,Credit card,Fiber optic,87.66,2412.65,1,2,7.2,Yes
CUST06028,Female,0,46,18,Two year,Mailed check,DSL,110.15,1790.69,6,1,0.4,Yes
CUST06029,Male,0,73,39,Month-to-month,Bank transfer,No,41.58,1394.99,4,1,1.9,No
CUST06030,Female,0,27,49,Month-to-month,Credit card,DSL,26.78,1146.18,3,1,1.1,No
CUST06031,Female,0,37,44,Month-to-month,Electronic check,DSL,23.66,1083.21,7,1,2.3,Yes
CUST06032,Female,0,54,54,Month-to-month,Bank transfer,Fiber optic,107.54,5460.27,7,0,0.4,No
CUST06033,Female,0,46,34,Two year,Electronic check,Fiber optic,117.28,3593.9,4,0,0.9,No
CUST06034,Female,0,23,71,Month-to-month,Mailed check,Fiber optic,48.86,3310.37,6,1,3.7,No
CUST06035,Male,0,58,36,Month-to-month,Mailed check,Fiber optic,88.74,3151.41,3,1,5.1,No
CUST06036,Female,0,43,18,One year,Mailed check,Fiber optic,18.91,311.03,3,1,2.9,No
CUST06037,Male,0,39,38,Month-to-month,Credit card,Fiber optic,37.24,1408.12,4,2,8.7,No
CUST06038,Female,0,71,59,Month-to-month,Electronic check,DSL,88.31,4691.61,6,2,3.2,No
CUST06039,Male,0,60,9,Month-to-month,Mailed check,Fiber optic,24.72,194.11,3,2,4.1,No
CUST06040,Female,0,64,51,Two year,Electronic check,DSL,65.79,3220.88,6,3,1.3,No
CUST06041,Female,0,55,35,Month-to-month,Bank transfer,DSL,85.58,2636.53,5,3,0.6,Yes
CUST06042,Male,0,43,5,Month-to-month,Mailed check,No,96.13,498.96,1,1,3.2,No
CUST06043,Male,0,34,14,One year,Bank transfer,DSL,64.29,765.13,2,2,7.5,No
CUST06044,Male,0,18,30,One year,Electronic check,No,82.29,2471.51,6,3,12.0,No
CUST06045,Male,0,48,4,Month-to-month,Credit card,Fiber optic,73.04,264.67,6,3,1.8,No
CUST06046,Female,0,26,39,One year,Mailed check,No,23.34,927.75,3,1,2.3,No
CUST06047,Male,0,43,64,One year,Mailed check,No,93.77,5173.28,7,1,1.1,No
CUST06048,Female,0,67,25,Month-to-month,Electronic check,Fiber optic,35.58,,6,1,3.3,No
CUST06049,Male,0,70,28,Month-to-month,Mailed check,DSL,21.24,517.57,6,1,4.3,Yes
CUST06050,Female,0,74,66,Month-to-month,Electronic check,No,64.02,4257.33,7,1,0.1,No
CUST06051,Female,0,23,22,One year,Bank transfer,No,106.3,2229.78,3,4,5.6,No
CUST06052,Male,0,74,31,Month-to-month,Electronic check,DSL,33.38,968.64,4,4,2.2,No
CUST06053,Male,0,63,23,Month-to-month,Bank transfer,DSL,19.31,402.4,6,3,2.6,Yes
CUST06054,Male,0,19,48,Month-to-month,Bank transfer,No,29.22,1428.19,7,0,0.7,No
CUST06055,Female,0,59,20,Two year,Credit card,Fiber optic,55.09,980.55,7,1,0.1,No
CUST06056,Male,0,44,38,Month-to-month,Credit card,Fiber optic,77.18,2915.97,5,2,9.1,No
CUST06057,Female,0,18,55,Month-to-month,Credit card,Fiber optic,37.69,1946.83,2,0,7.9,Yes
CUST06058,Female,0,47,68,Two year,Bank transfer,No,99.8,7123.68,6,1,4.5,No
CUST06059,Female,0,35,1,Two year,Electronic check,DSL,94.84,92.21,3,2,1.9,No
CUST06060,Female,0,51,7,One year,Credit card,DSL,88.98,542.41,5,2,1.1,No
CUST06061,Male,1,38,57,Month-to-month,Bank transfer,Fiber optic,67.72,3604.91,2,3,0.5,Yes
CUST06062,Female,0,18,12,Month-to-month,Bank transfer,Fiber optic,55.25,572.34,4,2,0.3,No
CUST06063,Female,0,64,5,Two year,Mailed check,No,56.31,255.4,6,1,1.8,No
CUST06064,Female,0,49,50,Month-to-month,Electronic check,DSL,69.31,3183.63,3,1,4.7,No
CUST06065,Female,0,60,42,One year,Electronic check,DSL,25.89,1109.82,4,1,3.9,No
CUST06066,Male,0,51,12,Month-to-month,Mailed check,Fiber optic,87.6,1069.7,6,1,4.2,No
CUST06067,Male,0,64,18,Month-to-month,Credit card,Fiber optic,53.85,826.15,4,4,0.4,Yes
CUST06068,Female,0,70,66,One year,Mailed check,DSL,40.93,2583.75,3,1,6.0,No
CUST06069,Female,0,31,17,Month-to-month,Mailed check,DSL,46.39,705.59,5,4,4.9,No
CUST06070,Male,1,22,68,One year,Mailed check,DSL,36.39,2261.76,5,0,0.3,No
