customer_id,risk_segment,churn,churn_binary,contract_type,monthly_charges,tenure_months,support_tickets,sessions_per_week
CUST04224,Critical Risk,Yes,1,Month-to-month,79.53,5,0,0.8
CUST04225,High Risk,No,0,Month-to-month,32.86,70,2,0.1
CUST04226,High Risk,No,0,Month-to-month,92.1,47,2,1.1
CUST04227,Medium Risk,No,0,One year,39.16,68,1,1.1
CUST04228,Medium Risk,No,0,Two year,62.17,18,1,0.2
CUST04229,High Risk,No,0,Month-to-month,83.95,21,2,1.2
CUST04230,High Risk,Yes,1,Month-to-month,45.74,23,1,1.1
CUST04231,Medium Risk,No,0,Month-to-month,57.18,64,0,4.8
CUST04232,Medium Risk,No,0,One year,92.88,67,0,0.5
CUST04233,High Risk,No,0,Two year,113.67,40,3,3.9
CUST04234,Medium Risk,No,0,One year,71.98,10,0,0.4
CUST04235,Medium Risk,No,0,Month-to-month,19.02,52,1,2.1
CUST04236,High Risk,No,0,Month-to-month,52.52,61,4,4.0
CUST04237,Medium Risk,No,0,Month-to-month,58.66,64,0,2.8
CUST04238,High Risk,No,0,Month-to-month,52.6,5,1,3.1
CUST04239,High Risk,No,0,Month-to-month,62.5,53,1,0.7
CUST04240,Low Risk,No,0,Two year,82.53,55,0,5.3
CUST04241,Low Risk,No,0,Two year,30.36,37,0,9.1
CUST04242,High Risk,Yes,1,Month-to-month,45.81,56,2,0.5
CUST04243,Medium Risk,No,0,Month-to-month,69.78,59,1,6.6
CUST04244,Medium Risk,Yes,1,Two year,50.19,69,3,1.5
CUST04245,Critical Risk,No,0,Month-to-month,119.09,59,4,3.6
CUST04246,Medium Risk,No,0,One year,62.01,2,0,2.1
CUST04247,High Risk,No,0,Month-to-month,106.72,65,0,4.7
CUST04248,High Risk,No,0,Month-to-month,109.44,60,1,0.1
CUST04249,High Risk,No,0,Month-to-month,103.27,51,0,1.2
CUST04250,High Risk,No,0,One year,22.78,30,3,0.1
CUST04251,Low Risk,Yes,1,One year,114.67,11,0,8.5
CUST04252,High Risk,Yes,1,Month-to-month,31.13,39,2,0.6
CUST04253,Medium Risk,No,0,Month-to-month,21.51,63,0,1.7
CUST04254,Medium Risk,No,0,Month-to-month,60.27,64,0,3.1
CUST04255,Low Risk,No,0,One year,37.85,61,2,1.9
CUST04256,Medium Risk,Yes,1,Month-to-month,36.79,54,2,2.3
CUST04257,High Risk,No,0,Month-to-month,47.36,58,1,0.7
CUST04258,Critical Risk,No,0,Month-to-month,43.34,56,3,0.2
CUST04259,Critical Risk,No,0,Month-to-month,87.85,34,4,0.9
CUST04260,High Risk,No,0,Month-to-month,37.05,31,1,1.1
CUST04261,Low Risk,No,0,Two year,73.4,52,1,1.6
CUST04262,High Risk,No,0,Two year,118.62,1,1,1.1
CUST04263,Critical Risk,No,0,Month-to-month,62.1,55,4,0.1
CUST04264,Medium Risk,No,0,Two year,83.47,22,1,0.3
CUST04265,High Risk,No,0,One year,116.88,40,3,3.4
CUST04266,High Risk,No,0,Two year,32.04,1,0,0.2
CUST04267,High Risk,No,0,One year,60.7,65,4,0.1
CUST04268,Low Risk,No,0,Two year,104.72,63,0,5.0
CUST04269,High Risk,No,0,Month-to-month,113.1,54,1,0.1
CUST04270,Medium Risk,No,0,Two year,79.33,42,0,0.2
CUST04271,Low Risk,No,0,Two year,32.63,21,2,2.4
CUST04272,High Risk,Yes,1,One year,109.95,22,5,1.8
CUST04273,Medium Risk,No,0,Month-to-month,35.79,38,0,10.0
CUST04274,Low Risk,No,0,One year,53.99,8,1,8.3
CUST04275,Low Risk,No,0,One year,56.3,62,0,3.2
CUST04276,High Risk,Yes,1,Month-to-month,63.62,47,1,0.2
CUST04277,High Risk,No,0,Month-to-month,98.6,17,1,2.1
CUST04278,Medium Risk,No,0,Two year,99.82,17,1,0.1
CUST04279,Low Risk,No,0,Two year,91.4,13,1,7.2
CUST04280,Low Risk,No,0,One year,20.26,17,1,3.2
CUST04281,Medium Risk,Yes,1,Month-to-month,75.61,38,0,2.6
CUST04282,Low Risk,No,0,One year,94.24,45,2,1.7
CUST04283,High Risk,No,0,Month-to-month,63.35,6,0,2.1
CUST04284,Critical Risk,Yes,1,Month-to-month,114.38,35,3,1.5
CUST04285,High Risk,No,0,Month-to-month,102.03,14,0,0.3
CUST04286,High Risk,No,0,Month-to-month,83.09,61,1,3.2
CUST04287,High Risk,No,0,Month-to-month,24.37,15,4,16.9
CUST04288,High Risk,No,0,Month-to-month,84.54,54,1,0.4
CUST04289,Low Risk,No,0,One year,110.98,27,2,15.4
CUST04290,Medium Risk,No,0,Month-to-month,56.7,13,2,6.9
CUST04291,High Risk,Yes,1,Month-to-month,103.49,31,1,6.7
CUST04292,High Risk,No,0,Month-to-month,49.94,35,3,5.3
CUST04293,Medium Risk,Yes,1,Month-to-month,76.15,60,1,7.7
CUST04294,Critical Risk,Yes,1,Month-to-month,84.14,6,0,0.8
CUST04295,High Risk,No,0,Month-to-month,87.16,69,2,1.7
CUST04296,High Risk,Yes,1,Month-to-month,108.02,58,1,2.0
CUST04297,High Risk,Yes,1,Month-to-month,41.93,49,2,0.2
CUST04298,Low Risk,No,0,Two year,44.76,23,1,11.9
CUST04299,Low Risk,No,0,One year,89.81,34,0,3.5
CUST04300,Medium Risk,No,0,One year,36.07,26,3,1.8
CUST04301,Medium Risk,No,0,Month-to-month,65.36,47,1,14.6
CUST04302,Critical Risk,No,0,Month-to-month,20.04,5,2,1.0
CUST04303,Medium Risk,No,0,One year,32.38,20,0,1.2
CUST04304,High Risk,No,0,One year,87.24,6,1,0.6
CUST04305,Critical Risk,Yes,1,Month-to-month,94.24,70,5,0.6
CUST04306,High Risk,No,0,Month-to-month,29.76,59,0,0.6
CUST04307,High Risk,Yes,1,Month-to-month,41.23,64,3,2.8
CUST04308,High Risk,No,0,Month-to-month,28.09,18,2,1.0
CUST04309,High Risk,No,0,Month-to-month,62.21,4,1,9.1
CUST04310,Medium Risk,No,0,Month-to-month,30.86,17,2,5.1
CUST04311,High Risk,Yes,1,Month-to-month,62.6,14,0,0.5
CUST04312,Low Risk,No,0,One year,92.67,13,0,5.4
CUST04313,High Risk,Yes,1,Month-to-month,87.71,7,1,1.3
CUST04314,Medium Risk,No,0,One year,46.61,44,1,0.8
CUST04315,Low Risk,No,0,One year,86.72,15,0,4.6
CUST04316,High Risk,No,0,Month-to-month,112.63,19,2,5.8
CUST04317,Low Risk,No,0,One year,53.45,63,2,9.7
CUST04318,High Risk,No,0,Month-to-month,51.57,35,4,1.6
CUST04319,Medium Risk,No,0,Month-to-month,76.29,35,0,2.5
CUST04320,Low Risk,No,0,One year,43.04,19,1,2.9
CUST04321,Low Risk,No,0,One year,84.46,20,0,3.0
CUST04322,Low Risk,No,0,Two year,102.89,35,1,1.5
CUST04323,Medium Risk,No,0,One year,64.85,32,1,0.5
CUST04324,Medium Risk,No,0,One year,87.31,48,1,0.2
CUST04325,High Risk,No,0,Month-to-month,84.49,44,1,7.1
CUST04326,High Risk,Yes,1,Month-to-month,21.94,24,0,1.4
CUST04327,Critical Risk,No,0,Month-to-month,36.71,61,3,0.6
CUST04328,High Risk,Yes,1,Month-to-month,109.14,17,2,12.3
CUST04329,High Risk,No,0,Month-to-month,113.77,71,2,4.9
CUST04330,Low Risk,No,0,One year,97.6,50,1,11.9
CUST04331,High Risk,No,0,Month-to-month,111.97,65,1,1.0
CUST04332,Medium Risk,No,0,Month-to-month,49.23,32,1,1.9
CUST04333,Low Risk,No,0,Two year,43.27,36,1,5.0
CUST04334,Medium Risk,No,0,Month-to-month,57.2,13,1,2.4
CUST04335,Medium Risk,No,0,Two year,23.64,70,0,1.3
CUST04336,High Risk,Yes,1,Month-to-month,100.61,58,0,0.5
CUST04337,High Risk,Yes,1,Month-to-month,118.39,14,2,2.5
CUST04338,Critical Risk,No,0,Month-to-month,102.05,37,3,2.7
CUST04339,Medium Risk,No,0,Month-to-month,74.61,68,2,3.8
CUST04340,Low Risk,No,0,One year,48.12,40,1,4.7
CUST04341,Medium Risk,No,0,One year,38.17,59,1,0.4
CUST04342,Low Risk,No,0,Two year,55.13,16,1,3.0
CUST04343,High Risk,No,0,One year,86.03,62,3,4.6
CUST04344,Medium Risk,No,0,One year,63.6,4,2,1.5
CUST04345,Critical Risk,No,0,Month-to-month,113.27,45,3,1.0
CUST04346,High Risk,No,0,Month-to-month,105.13,28,1,2.0
CUST04347,Critical Risk,No,0,Month-to-month,28.44,66,4,1.1
CUST04348,Low Risk,No,0,One year,31.42,31,2,2.1
CUST04349,Critical Risk,Yes,1,Month-to-month,86.98,3,0,1.1
CUST04350,High Risk,No,0,Month-to-month,41.54,8,4,1.6
CUST04351,Low Risk,No,0,Two year,98.69,24,2,7.4
CUST04352,Medium Risk,Yes,1,Month-to-month,78.32,15,1,7.5
CUST04353,Medium Risk,No,0,Month-to-month,41.44,43,0,14.6
CUST04354,Medium Risk,No,0,Month-to-month,66.83,31,2,2.0
CUST04355,Medium Risk,No,0,Two year,59.42,45,0,0.6
CUST04356,High Risk,No,0,Month-to-month,107.06,66,1,6.6
CUST04357,Low Risk,No,0,One year,21.28,8,1,2.7
CUST04358,High Risk,No,0,Month-to-month,109.38,71,1,4.1
CUST04359,High Risk,No,0,Month-to-month,84.51,57,1,0.5
CUST04360,Medium Risk,No,0,Two year,93.23,30,1,1.2
CUST04361,Medium Risk,No,0,Two year,18.27,18,1,1.0
CUST04362,High Risk,No,0,Month-to-month,82.08,69,0,2.5
CUST04363,Low Risk,No,0,Two year,78.03,39,1,17.6
CUST04364,Low Risk,No,0,One year,72.79,60,2,2.8
CUST04365,High Risk,No,0,Month-to-month,98.16,43,1,2.6
CUST04366,Low Risk,No,0,One year,74.7,45,2,4.3
CUST04367,Medium Risk,No,0,Two year,105.42,23,0,1.2
CUST04368,High Risk,Yes,1,Month-to-month,41.73,69,2,0.9
CUST04369,Medium Risk,No,0,Two year,100.21,6,0,5.5
CUST04370,Medium Risk,No,0,Month-to-month,36.29,56,0,9.7
CUST04371,High Risk,Yes,1,Month-to-month,100.94,4,0,1.6
CUST04372,High Risk,No,0,One year,113.93,23,3,0.1
CUST04373,High Risk,No,0,One year,52.24,6,1,0.6
CUST04374,Low Risk,No,0,One year,72.05,32,1,5.8
CUST04375,Medium Risk,No,0,Two year,85.15,18,2,0.4
CUST04376,High Risk,No,0,Month-to-month,26.11,15,4,4.3
CUST04377,Medium Risk,No,0,One year,68.4,40,3,2.9
CUST04378,High Risk,Yes,1,Two year,54.78,6,3,3.9
CUST04379,High Risk,Yes,1,Month-to-month,106.99,63,0,0.9
CUST04380,Critical Risk,No,0,Month-to-month,107.42,67,4,0.1
CUST04381,Critical Risk,Yes,1,Month-to-month,89.48,11,4,0.1
CUST04382,High Risk,No,0,Month-to-month,84.88,43,1,3.9
CUST04383,High Risk,No,0,Month-to-month,92.84,17,1,2.9
CUST04384,Medium Risk,No,0,Two year,55.33,4,0,5.5
CUST04385,Medium Risk,No,0,Month-to-month,59.26,63,2,1.5
CUST04386,Low Risk,No,0,One year,74.48,68,2,2.4
CUST04387,Low Risk,No,0,Two year,113.68,41,2,4.6
CUST04388,Medium Risk,No,0,Two year,91.85,5,1,2.1
CUST04389,Medium Risk,No,0,Month-to-month,74.2,32,2,15.0
CUST04390,High Risk,No,0,Month-to-month,96.58,70,1,4.1
CUST04391,Low Risk,No,0,One year,55.83,35,2,3.4
CUST04392,Low Risk,No,0,Two year,92.51,22,2,4.9
CUST04393,Medium Risk,No,0,Month-to-month,59.89,65,0,4.5
CUST04394,High Risk,Yes,1,Month-to-month,46.53,22,1,0.7
CUST04395,High Risk,No,0,Month-to-month,80.19,11,1,0.7
CUST04396,Medium Risk,No,0,Two year,88.06,3,1,2.8
CUST04397,High Risk,No,0,Month-to-month,64.85,9,4,1.7
CUST04398,Medium Risk,No,0,Month-to-month,75.68,60,0,6.2
CUST04399,High Risk,No,0,Month-to-month,88.79,14,2,1.0
CUST04400,Critical Risk,Yes,1,Month-to-month,96.31,18,5,1.2
CUST04401,High Risk,Yes,1,Month-to-month,109.35,23,1,0.5
CUST04402,Medium Risk,No,0,Month-to-month,54.16,47,2,12.0
CUST04403,Critical Risk,Yes,1,Month-to-month,115.05,69,3,0.4
CUST04404,Low Risk,No,0,One year,83.0,47,2,12.2
CUST04405,High Risk,No,0,Month-to-month,98.35,30,1,
CUST04406,Critical Risk,Yes,1,Month-to-month,89.38,25,3,0.3
CUST04407,High Risk,No,0,Month-to-month,38.97,28,0,0.5
CUST04408,High Risk,No,0,One year,25.29,25,3,1.2
CUST04409,Medium Risk,No,0,One year,92.08,58,1,0.9
CUST04410,Low Risk,No,0,Two year,70.13,41,2,10.9
CUST04411,Low Risk,No,0,Two year,89.63,25,1,2.9
CUST04412,Critical Risk,Yes,1,Month-to-month,66.64,48,3,0.2
CUST04413,Medium Risk,No,0,Month-to-month,49.85,10,1,2.2
CUST04414,Low Risk,No,0,Two year,47.07,11,0,6.8
CUST04415,High Risk,No,0,Month-to-month,92.51,21,2,1.6
CUST04416,Medium Risk,No,0,Month-to-month,46.23,45,2,3.3
CUST04417,High Risk,Yes,1,Month-to-month,90.9,7,2,4.5
CUST04418,High Risk,No,0,Month-to-month,57.16,64,2,0.6
CUST04419,High Risk,No,0,Month-to-month,96.63,64,0,5.8
CUST04420,Critical Risk,No,0,Month-to-month,32.57,2,3,1.8
CUST04421,Medium Risk,No,0,One year,38.91,42,0,0.2
CUST04422,Low Risk,No,0,One year,87.96,54,1,6.3
CUST04423,Low Risk,No,0,One year,75.14,16,1,2.5
CUST04424,Medium Risk,No,0,One year,38.8,18,1,0.7
CUST04425,High Risk,Yes,1,Month-to-month,110.09,59,1,1.1
CUST04426,Medium Risk,Yes,1,Month-to-month,46.15,16,2,2.5
CUST04427,Critical Risk,No,0,One year,60.95,6,4,1.4
CUST04428,High Risk,No,0,Month-to-month,38.63,57,0,0.8
CUST04429,Medium Risk,No,0,One year,57.58,47,3,2.0
CUST04430,Medium Risk,No,0,Two year,68.15,48,1,0.6
CUST04431,High Risk,No,0,Month-to-month,48.12,42,1,0.8
CUST04432,High Risk,No,0,Month-to-month,96.45,60,2,5.3
CUST04433,High Risk,Yes,1,One year,58.18,4,1,0.8
CUST04434,Medium Risk,No,0,One year,92.41,2,0,3.6
CUST04435,High Risk,Yes,1,Month-to-month,39.12,59,2,0.9
CUST04436,High Risk,No,0,One year,56.46,27,5,0.7
CUST04437,Medium Risk,No,0,Two year,18.82,27,2,0.9
CUST04438,Critical Risk,Yes,1,Month-to-month,95.38,7,3,1.9
CUST04439,Medium Risk,Yes,1,One year,81.84,63,1,0.5
CUST04440,Medium Risk,No,0,One year,101.42,46,1,0.3
CUST04441,Low Risk,No,0,Two year,64.47,63,2,4.2
CUST04442,High Risk,Yes,1,Month-to-month,99.57,12,2,0.1
CUST04443,Low Risk,No,0,Two year,84.05,13,1,1.5
CUST04444,Low Risk,No,0,One year,18.37,43,2,1.5
CUST04445,Medium Risk,No,0,One year,43.88,17,3,6.7
CUST04446,High Risk,No,0,Month-to-month,68.38,63,3,4.5
CUST04447,High Risk,Yes,1,Month-to-month,81.11,36,0,2.1
CUST04448,Medium Risk,No,0,Month-to-month,24.69,8,1,2.0
CUST04449,Low Risk,No,0,One year,89.92,69,1,2.5
CUST04450,Medium Risk,Yes,1,Two year,73.44,36,1,1.3
CUST04451,Medium Risk,No,0,Month-to-month,71.63,28,0,3.6
CUST04452,Medium Risk,No,0,Month-to-month,47.79,47,0,3.5
CUST04453,Medium Risk,Yes,1,Month-to-month,78.67,30,1,2.6
CUST04454,Medium Risk,Yes,1,One year,20.8,23,0,0.2
CUST04455,Medium Risk,Yes,1,One year,24.6,16,0,0.4
CUST04456,High Risk,Yes,1,One year,92.85,14,3,0.1
CUST04457,Low Risk,No,0,Two year,50.83,71,0,3.8
CUST04458,Low Risk,No,0,Two year,53.39,52,2,1.9
CUST04459,Medium Risk,Yes,1,Month-to-month,39.26,37,0,9.3
CUST04460,Low Risk,Yes,1,One year,63.45,29,1,9.1
CUST04461,Medium Risk,No,0,Month-to-month,23.3,67,1,4.8
CUST04462,Medium Risk,No,0,Month-to-month,48.64,15,1,1.8
CUST04463,High Risk,Yes,1,Month-to-month,71.77,47,1,1.1
CUST04464,Medium Risk,No,0,One year,65.49,46,0,0.7
CUST04465,High Risk,No,0,Month-to-month,119.97,52,2,0.8
CUST04466,Medium Risk,No,0,Two year,57.65,19,5,13.9
CUST04467,Medium Risk,Yes,1,Month-to-month,57.47,21,1,2.3
CUST04468,High Risk,Yes,1,Month-to-month,69.37,64,0,0.1
CUST04469,Medium Risk,No,0,One year,37.41,37,1,0.1
CUST04470,High Risk,No,0,One year,107.38,27,3,1.8
CUST04471,High Risk,Yes,1,Month-to-month,76.37,55,3,1.8
CUST04472,Medium Risk,No,0,Month-to-month,37.59,29,1,1.6
CUST04473,Low Risk,No,0,One year,98.93,20,2,5.2
CUST04474,Medium Risk,No,0,Month-to-month,21.5,25,0,3.6
CUST04475,High Risk,No,0,Two year,118.22,70,3,0.3
CUST04476,Medium Risk,No,0,One year,106.25,63,1,1.4
CUST04477,Medium Risk,No,0,Month-to-month,77.12,36,1,2.7
CUST04478,Critical Risk,No,0,Two year,29.35,2,3,1.4
CUST04479,High Risk,No,0,Month-to-month,39.96,22,2,0.7
CUST04480,Medium Risk,No,0,Month-to-month,46.5,16,2,3.0
CUST04481,Low Risk,No,0,One year,42.59,18,0,2.8
CUST04482,Medium Risk,No,0,Month-to-month,68.75,69,0,11.0
CUST04483,High Risk,No,0,Month-to-month,114.35,54,2,2.5
CUST04484,Medium Risk,No,0,Month-to-month,63.31,30,0,6.2
CUST04485,Low Risk,No,0,Two year,85.48,45,2,8.9
CUST04486,High Risk,No,0,Month-to-month,88.24,19,0,1.7
CUST04487,High Risk,Yes,1,Month-to-month,106.9,34,2,0.2
CUST04488,High Risk,No,0,Month-to-month,21.45,13,0,0.5
CUST04489,Medium Risk,Yes,1,Month-to-month,59.24,43,1,2.1
CUST04490,High Risk,No,0,Month-to-month,98.04,62,1,6.7
CUST04491,High Risk,Yes,1,Month-to-month,101.12,22,1,3.2
CUST04492,Medium Risk,No,0,Two year,112.59,52,1,0.7
CUST04493,Low Risk,No,0,One year,89.69,52,1,3.6
CUST04494,Medium Risk,No,0,Month-to-month,43.01,36,1,6.7
CUST04495,Critical Risk,No,0,Month-to-month,69.58,19,5,0.1
CUST04496,Medium Risk,No,0,Two year,21.3,38,1,0.8
CUST04497,Medium Risk,No,0,Two year,83.99,70,2,0.5
CUST04498,Medium Risk,Yes,1,One year,74.54,57,4,4.6
CUST04499,High Risk,No,0,Month-to-month,86.02,20,0,6.7
CUST04500,Critical Risk,No,0,Month-to-month,112.87,9,4,2.4
CUST04501,Low Risk,No,0,One year,88.1,32,2,5.7
CUST04502,Medium Risk,No,0,One year,50.69,4,1,3.2
CUST04503,Medium Risk,No,0,One year,38.27,50,3,3.2
CUST04504,High Risk,Yes,1,Month-to-month,105.17,5,0,2.6
CUST04505,High Risk,Yes,1,Month-to-month,37.82,20,2,0.2
CUST04506,Medium Risk,Yes,1,Month-to-month,34.48,37,0,8.3
CUST04507,Medium Risk,No,0,Two year,39.07,22,2,1.3
CUST04508,Low Risk,No,0,Two year,69.9,58,2,4.9
CUST04509,Low Risk,No,0,Two year,30.67,68,2,5.0
CUST04510,Critical Risk,Yes,1,Month-to-month,113.69,44,3,10.1
CUST04511,Medium Risk,No,0,Two year,116.56,34,0,1.2
CUST04512,Low Risk,No,0,Two year,117.33,42,1,17.9
CUST04513,High Risk,Yes,1,Month-to-month,21.99,9,2,1.1
CUST04514,Critical Risk,Yes,1,Month-to-month,114.51,7,3,1.8
CUST04515,Low Risk,No,0,One year,119.74,68,2,3.7
CUST04516,Medium Risk,No,0,One year,114.13,19,1,0.5
CUST04517,Medium Risk,No,0,Two year,86.44,31,0,0.9
CUST04518,Critical Risk,No,0,Month-to-month,89.53,35,4,3.9
CUST04519,High Risk,No,0,Month-to-month,30.47,57,3,11.0
CUST04520,High Risk,No,0,Month-to-month,107.18,61,1,4.0
CUST04521,High Risk,No,0,Month-to-month,24.08,31,3,5.9
CUST04522,High Risk,No,0,Month-to-month,50.41,53,1,0.1
CUST04523,High Risk,Yes,1,Month-to-month,119.1,32,2,2.6
CUST04524,Low Risk,No,0,Two year,61.08,66,2,7.4
CUST04525,High Risk,Yes,1,Month-to-month,31.38,59,3,3.4
CUST04526,High Risk,No,0,Month-to-month,116.87,10,0,3.4
CUST04527,High Risk,Yes,1,Two year,118.38,2,1,0.7
CUST04528,Medium Risk,No,0,Month-to-month,37.08,66,1,5.9
CUST04529,Low Risk,No,0,One year,106.21,60,1,6.0
CUST04530,Low Risk,No,0,Two year,57.82,17,0,2.9
CUST04531,Medium Risk,No,0,Month-to-month,56.9,16,0,1.7
CUST04532,High Risk,Yes,1,Month-to-month,44.8,16,3,5.2
CUST04533,Low Risk,No,0,Two year,22.56,46,0,1.9
CUST04534,Medium Risk,No,0,Month-to-month,45.34,39,0,5.2
CUST04535,Medium Risk,No,0,Month-to-month,23.49,31,1,2.0
CUST04536,Medium Risk,No,0,Two year,112.29,1,1,2.6
CUST04537,Critical Risk,No,0,Month-to-month,85.5,11,5,4.1
CUST04538,Critical Risk,No,0,Month-to-month,108.44,4,0,0.9
CUST04539,High Risk,No,0,Month-to-month,91.16,71,0,0.9
CUST04540,Medium Risk,No,0,Month-to-month,31.39,26,2,3.3
CUST04541,Low Risk,No,0,One year,113.94,50,2,9.2
CUST04542,High Risk,No,0,Month-to-month,109.79,12,0,1.8
CUST04543,Low Risk,No,0,One year,53.5,65,0,6.9
CUST04544,Low Risk,No,0,One year,29.38,47,0,2.2
CUST04545,Low Risk,No,0,One year,89.82,53,1,10.9
CUST04546,Critical Risk,Yes,1,Month-to-month,92.29,71,3,4.7
CUST04547,High Risk,No,0,Month-to-month,109.48,2,2,5.9
CUST04548,Medium Risk,No,0,Month-to-month,23.37,24,0,3.4
CUST04549,High Risk,No,0,Month-to-month,32.45,4,1,6.1
CUST04550,Low Risk,No,0,One year,79.02,19,0,2.7
CUST04551,Low Risk,No,0,One year,81.15,26,1,2.5
CUST04552,Low Risk,No,0,One year,21.43,40,1,6.2
CUST04553,High Risk,No,0,One year,58.49,50,3,0.1
CUST04554,Medium Risk,No,0,Month-to-month,77.58,43,1,2.0
CUST04555,High Risk,No,0,Month-to-month,93.27,67,0,6.1
CUST04556,Medium Risk,No,0,One year,50.25,12,2,0.7
CUST04557,Medium Risk,No,0,Month-to-month,67.36,67,1,9.5
CUST04558,High Risk,No,0,Month-to-month,101.03,27,2,4.0
CUST04559,Low Risk,No,0,One year,115.3,54,0,4.3
CUST04560,Low Risk,No,0,Two year,41.49,66,0,3.3
CUST04561,Medium Risk,No,0,Month-to-month,43.81,49,2,1.8
CUST04562,Low Risk,Yes,1,One year,113.86,16,1,1.9
CUST04563,High Risk,Yes,1,Month-to-month,58.38,2,1,5.5
CUST04564,High Risk,No,0,Month-to-month,91.27,60,2,0.4
CUST04565,High Risk,Yes,1,Month-to-month,80.45,54,0,2.2
CUST04566,Medium Risk,No,0,One year,47.13,30,1,1.1
CUST04567,Low Risk,No,0,One year,84.66,38,0,12.5
CUST04568,High Risk,No,0,Month-to-month,84.87,28,0,0.1
CUST04569,High Risk,Yes,1,Month-to-month,78.43,25,2,0.2
CUST04570,Low Risk,No,0,Two year,28.17,10,1,10.3
CUST04571,Low Risk,No,0,One year,119.51,60,2,2.4
CUST04572,High Risk,No,0,One year,58.84,42,4,0.4
CUST04573,High Risk,No,0,Month-to-month,83.1,40,1,1.8
CUST04574,Medium Risk,No,0,Two year,108.35,42,2,1.2
CUST04575,Medium Risk,No,0,Month-to-month,61.18,47,1,7.3
CUST04576,High Risk,No,0,Month-to-month,96.94,37,2,3.5
CUST04577,High Risk,No,0,Month-to-month,117.13,22,1,0.4
CUST04578,Medium Risk,No,0,Month-to-month,54.61,57,2,2.3
CUST04579,High Risk,No,0,Month-to-month,59.34,27,1,0.4
CUST04580,Low Risk,No,0,One year,110.37,41,1,3.3
CUST04581,Medium Risk,No,0,Month-to-month,34.28,34,1,3.9
CUST04582,Medium Risk,Yes,1,Month-to-month,20.92,32,0,2.5
CUST04583,High Risk,Yes,1,Month-to-month,110.71,66,1,10.1
CUST04584,Critical Risk,No,0,Month-to-month,101.8,12,5,8.7
CUST04585,Critical Risk,Yes,1,Month-to-month,117.2,40,5,0.7
CUST04586,Critical Risk,No,0,Month-to-month,23.94,10,3,0.1
CUST04587,Low Risk,No,0,One year,33.93,48,2,3.3
CUST04588,Low Risk,No,0,One year,28.74,20,0,1.9
CUST04589,Critical Risk,No,0,Month-to-month,87.71,39,3,1.2
CUST04590,Medium Risk,No,0,Month-to-month,79.81,60,2,7.5
CUST04591,Medium Risk,No,0,Two year,54.65,66,4,11.5
CUST04592,Medium Risk,No,0,Month-to-month,23.86,65,1,8.0
CUST04593,Low Risk,No,0,One year,83.25,51,1,2.1
CUST04594,Medium Risk,No,0,Month-to-month,76.15,36,0,3.6
CUST04595,High Risk,Yes,1,One year,29.52,24,5,0.6
CUST04596,High Risk,Yes,1,Two year,110.71,27,3,9.0
CUST04597,High Risk,No,0,Two year,38.29,2,2,1.0
CUST04598,Medium Risk,No,0,Two year,93.84,31,0,0.6
CUST04599,Critical Risk,No,0,Month-to-month,108.28,57,3,0.2
CUST04600,High Risk,No,0,Month-to-month,77.11,66,4,2.4
CUST04601,Low Risk,No,0,Two year,43.18,29,1,8.9
CUST04602,Medium Risk,No,0,One year,49.54,15,1,0.4
CUST04603,High Risk,Yes,1,Month-to-month,108.35,12,2,0.4
CUST04604,High Risk,No,0,Month-to-month,48.42,28,2,1.0
CUST04605,High Risk,No,0,Month-to-month,94.11,24,0,3.3
CUST04606,High Risk,No,0,Month-to-month,119.0,21,1,2.4
CUST04607,High Risk,No,0,Month-to-month,119.98,10,1,0.3
CUST04608,Low Risk,No,0,Two year,72.41,18,0,1.8
CUST04609,High Risk,No,0,Month-to-month,102.31,14,0,0.2
CUST04610,High Risk,No,0,Month-to-month,119.01,34,2,5.7
CUST04611,Medium Risk,No,0,One year,56.22,58,0,0.3
CUST04612,Medium Risk,No,0,Month-to-month,43.75,22,2,1.9
CUST04613,Low Risk,No,0,One year,29.65,70,2,2.1
CUST04614,High Risk,No,0,Month-to-month,32.37,36,3,2.3
CUST04615,Critical Risk,Yes,1,Month-to-month,105.06,45,3,2.8
CUST04616,Low Risk,No,0,One year,78.05,36,0,3.6
CUST04617,High Risk,Yes,1,Month-to-month,107.12,22,1,0.1
CUST04618,High Risk,Yes,1,Month-to-month,98.52,61,1,0.1
CUST04619,High Risk,No,0,Month-to-month,86.72,56,2,2.8
CUST04620,Critical Risk,No,0,Month-to-month,80.15,33,3,0.6
CUST04621,Low Risk,No,0,Two year,22.93,45,2,5.3
CUST04622,High Risk,Yes,1,Month-to-month,106.97,36,0,3.0
CUST04623,Low Risk,No,0,Two year,60.62,20,2,11.8
CUST04624,Low Risk,No,0,Two year,75.1,18,1,3.9
CUST04625,High Risk,No,0,Month-to-month,20.24,38,2,0.3
CUST04626,High Risk,No,0,Month-to-month,113.48,67,0,0.6
CUST04627,Critical Risk,No,0,Month-to-month,110.08,23,3,0.1
CUST04628,Low Risk,Yes,1,One year,73.41,16,1,4.1
CUST04629,High Risk,Yes,1,Month-to-month,76.89,59,2,0.4
CUST04630,High Risk,No,0,Month-to-month,89.91,69,1,3.3
CUST04631,Low Risk,No,0,One year,45.0,68,1,2.4
CUST04632,Medium Risk,No,0,Month-to-month,40.64,21,2,3.0
CUST04633,High Risk,Yes,1,One year,86.75,70,3,2.1
CUST04634,High Risk,Yes,1,Month-to-month,28.65,12,1,0.1
