customer_id,gender,senior_citizen,age,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,num_services,support_tickets,sessions_per_week,churn,churn_binary,risk_segment
CUST04910,Female,0,28,8,Month-to-month,Electronic check,DSL,52.14,382.07,6,1,0.4,No,0,High Risk
CUST04912,Male,0,44,67,Month-to-month,Electronic check,Fiber optic,113.28,7208.58,6,2,0.4,No,0,High Risk
CUST04916,Female,0,42,15,Month-to-month,Electronic check,DSL,94.08,1434.37,2,1,3.8,No,0,High Risk
CUST04917,Male,0,36,71,Two year,Electronic check,DSL,81.86,5477.92,1,4,0.4,Yes,1,High Risk
CUST04918,Female,0,33,41,Month-to-month,Mailed check,DSL,60.41,2320.58,3,3,1.4,Yes,1,Critical Risk
CUST04919,Female,0,67,22,Month-to-month,Electronic check,DSL,116.4,2534.57,4,3,2.1,No,0,Critical Risk
CUST04920,Female,0,43,24,Month-to-month,Electronic check,Fiber optic,92.97,2215.61,5,2,1.8,Yes,1,High Risk
CUST04922,Male,0,32,1,Month-to-month,Mailed check,DSL,93.95,95.46,3,0,0.3,No,0,Critical Risk
CUST04926,Male,0,30,12,Month-to-month,Mailed check,No,89.04,1090.94,5,5,2.5,Yes,1,Critical Risk
CUST04928,Male,0,34,26,Month-to-month,Mailed check,Fiber optic,107.05,2686.42,1,2,5.0,Yes,1,High Risk
CUST04930,Male,0,34,36,Month-to-month,Mailed check,Fiber optic,81.21,2766.51,1,3,3.1,Yes,1,Critical Risk
CUST04932,Female,1,18,43,Month-to-month,Electronic check,DSL,111.56,4390.58,6,1,0.3,No,0,High Risk
CUST04936,Male,0,61,25,Month-to-month,Electronic check,DSL,54.43,1354.31,2,2,0.8,Yes,1,High Risk
CUST04939,Female,0,23,13,Month-to-month,Electronic check,DSL,20.34,259.49,5,3,7.4,Yes,1,High Risk
CUST04942,Female,1,68,18,Month-to-month,Electronic check,DSL,37.36,572.65,6,0,0.4,No,0,High Risk
CUST04943,Female,0,70,59,Month-to-month,Electronic check,No,104.77,5679.47,2,5,3.3,Yes,1,Critical Risk
CUST04944,Female,1,69,60,Month-to-month,Mailed check,No,89.7,5383.6,5,3,6.6,No,0,Critical Risk
CUST04948,Female,1,33,56,Month-to-month,Bank transfer,No,25.63,1348.0,7,0,0.9,No,0,High Risk
CUST04951,Female,0,29,9,Month-to-month,Electronic check,No,52.22,468.49,1,1,1.3,No,0,High Risk
CUST04954,Female,0,32,67,One year,Mailed check,Fiber optic,54.82,3443.55,1,3,1.0,No,0,High Risk
CUST04956,Female,0,21,8,Month-to-month,Electronic check,Fiber optic,117.42,932.04,6,1,1.8,No,0,High Risk
CUST04957,Female,1,48,6,Month-to-month,Electronic check,No,77.62,435.6,7,1,4.7,Yes,1,High Risk
CUST04960,Male,0,47,45,Month-to-month,Credit card,Fiber optic,84.65,3573.49,2,2,0.9,Yes,1,High Risk
CUST04962,Female,0,52,69,Two year,Bank transfer,DSL,87.89,5508.37,3,3,1.9,No,0,High Risk
CUST04964,Male,0,55,20,Month-to-month,Bank transfer,DSL,109.71,2094.27,4,2,1.0,Yes,1,High Risk
CUST04967,Male,0,33,47,Month-to-month,Bank transfer,No,95.5,4641.57,6,2,4.2,Yes,1,High Risk
CUST04968,Female,1,25,63,Month-to-month,Credit card,No,84.36,5393.54,1,4,5.0,Yes,1,Critical Risk
CUST04969,Female,0,44,55,Month-to-month,Credit card,No,58.28,2766.5,6,0,0.4,No,0,High Risk
CUST04971,Male,0,60,35,Month-to-month,Electronic check,Fiber optic,22.1,710.59,3,3,6.2,No,0,High Risk
CUST04972,Female,0,29,53,Month-to-month,Mailed check,DSL,95.71,4528.35,1,1,0.6,No,0,High Risk
CUST04973,Male,0,60,26,Month-to-month,Mailed check,Fiber optic,28.16,,2,3,0.8,No,0,Critical Risk
CUST04976,Male,0,69,44,Two year,Bank transfer,No,103.38,3988.83,1,3,7.7,No,0,High Risk
CUST04982,Female,1,68,19,Month-to-month,Bank transfer,Fiber optic,85.29,1668.78,4,1,0.5,No,0,High Risk
CUST04985,Male,0,24,59,Month-to-month,Bank transfer,DSL,38.55,2324.28,5,3,0.3,No,0,Critical Risk
CUST04989,Male,1,54,52,Month-to-month,Credit card,Fiber optic,20.77,1093.75,5,2,1.2,No,0,High Risk
CUST04990,Female,0,74,49,Month-to-month,Credit card,DSL,74.42,3641.98,1,4,0.7,No,0,Critical Risk
CUST04992,Male,1,49,26,Month-to-month,Credit card,Fiber optic,47.27,1073.88,7,0,1.3,No,0,High Risk
CUST04997,Male,0,18,16,Month-to-month,Electronic check,DSL,38.57,594.95,6,3,10.6,Yes,1,High Risk
CUST04998,Male,0,61,28,Month-to-month,Electronic check,DSL,25.59,739.0,2,3,0.6,No,0,Critical Risk
CUST04999,Female,0,43,35,Month-to-month,Mailed check,Fiber optic,20.13,719.92,6,2,0.3,No,0,High Risk
CUST05001,Male,0,31,45,Month-to-month,Mailed check,Fiber optic,91.91,3958.9,4,3,2.4,Yes,1,Critical Risk
CUST05003,Male,0,23,55,One year,Credit card,DSL,118.05,6439.61,7,3,9.7,Yes,1,High Risk
CUST05006,Female,0,37,65,Month-to-month,Credit card,DSL,88.79,4919.21,3,1,4.9,Yes,1,High Risk
CUST05007,Male,0,20,6,Month-to-month,Bank transfer,DSL,52.36,310.25,5,3,1.1,Yes,1,Critical Risk
CUST05008,Female,0,70,23,Month-to-month,Electronic check,DSL,28.61,601.32,7,1,1.2,No,0,High Risk
CUST05010,Male,0,29,43,Month-to-month,Electronic check,Fiber optic,76.78,3335.38,1,3,3.5,No,0,High Risk
CUST05015,Female,0,18,57,Month-to-month,Electronic check,Fiber optic,36.03,1878.05,6,1,0.1,No,0,High Risk
CUST05019,Male,0,62,47,Month-to-month,Bank transfer,No,70.37,3100.33,4,2,0.4,No,0,High Risk
CUST05023,Male,0,25,7,Month-to-month,Electronic check,No,67.92,416.75,6,2,1.2,No,0,High Risk
CUST05024,Female,0,44,50,Month-to-month,Electronic check,Fiber optic,67.85,2969.97,2,1,1.1,No,0,High Risk
CUST05026,Male,0,50,6,Two year,Electronic check,Fiber optic,37.46,224.64,5,1,0.6,No,0,High Risk
CUST05032,Female,0,67,45,Month-to-month,Electronic check,DSL,19.54,788.42,1,1,1.4,Yes,1,High Risk
CUST05036,Male,0,46,28,Month-to-month,Mailed check,DSL,102.99,3026.21,1,3,0.9,No,0,Critical Risk
CUST05039,Female,0,70,25,Month-to-month,Electronic check,DSL,113.27,2798.3,5,5,6.6,No,0,Critical Risk
CUST05041,Male,0,67,41,Month-to-month,Electronic check,No,82.73,3561.41,2,1,2.9,No,0,High Risk
CUST05042,Female,0,35,6,Two year,Bank transfer,Fiber optic,86.59,524.95,3,2,0.1,No,0,High Risk
CUST05044,Female,1,71,6,Month-to-month,Bank transfer,DSL,45.07,266.45,2,1,2.5,No,0,High Risk
CUST05045,Female,0,72,45,Month-to-month,Electronic check,Fiber optic,51.7,2358.07,2,3,0.9,No,0,Critical Risk
CUST05046,Female,0,38,14,Month-to-month,Credit card,DSL,73.97,986.64,4,3,2.7,No,0,High Risk
CUST05050,Female,0,59,24,Month-to-month,Electronic check,DSL,65.46,1601.85,4,3,1.6,No,0,High Risk
CUST05051,Male,0,46,19,Month-to-month,Credit card,Fiber optic,84.99,1495.45,7,3,2.7,No,0,Critical Risk
CUST05053,Female,1,46,64,Month-to-month,Bank transfer,Fiber optic,103.77,6715.51,1,0,2.3,No,0,High Risk
CUST05054,Male,0,43,35,Month-to-month,Credit card,No,32.91,986.43,1,1,0.6,No,0,High Risk
CUST05056,Female,0,44,1,Month-to-month,Electronic check,DSL,63.85,65.43,6,1,11.6,Yes,1,High Risk
CUST05060,Female,0,73,16,Month-to-month,Credit card,DSL,36.55,581.0,7,3,6.8,No,0,High Risk
CUST05061,Female,0,19,19,Month-to-month,Electronic check,Fiber optic,63.47,1149.64,7,2,0.6,No,0,High Risk
CUST05066,Female,0,63,1,Month-to-month,Credit card,Fiber optic,79.95,80.51,3,3,1.0,No,0,Critical Risk
CUST05068,Female,1,59,19,Month-to-month,Electronic check,No,100.16,1838.91,7,1,0.9,Yes,1,High Risk
CUST05069,Male,0,24,34,Month-to-month,Credit card,No,51.68,1810.32,2,0,1.0,Yes,1,High Risk
CUST05070,Female,0,25,55,Month-to-month,Bank transfer,Fiber optic,50.66,2380.24,7,3,0.1,No,0,Critical Risk
CUST05071,Male,0,55,18,Month-to-month,Bank transfer,No,57.07,905.02,7,3,2.1,No,0,High Risk
CUST05072,Female,0,23,34,Month-to-month,Bank transfer,DSL,82.29,2727.56,1,0,1.9,No,0,High Risk
CUST05073,Male,0,73,45,Month-to-month,Mailed check,No,63.09,2450.57,4,3,1.3,Yes,1,Critical Risk
CUST05074,Male,0,36,6,One year,Credit card,No,82.12,482.37,6,3,2.3,No,0,High Risk
CUST05076,Female,0,73,70,Month-to-month,Credit card,Fiber optic,116.96,8398.12,6,1,,No,0,High Risk
CUST05077,Female,0,62,48,Month-to-month,Electronic check,No,92.42,4295.02,5,1,0.1,Yes,1,High Risk
CUST05078,Male,0,45,39,Month-to-month,Bank transfer,Fiber optic,43.52,1746.15,4,2,0.2,Yes,1,High Risk
CUST05079,Male,0,47,31,Month-to-month,Electronic check,No,91.87,2487.0,2,2,0.5,Yes,1,High Risk
CUST05080,Male,0,44,10,Month-to-month,Electronic check,Fiber optic,76.65,721.23,6,0,0.6,No,0,High Risk
CUST05085,Male,0,67,4,Two year,Electronic check,DSL,74.27,298.73,6,2,0.1,No,0,High Risk
CUST05087,Male,0,33,40,Month-to-month,Bank transfer,Fiber optic,30.89,1082.13,1,1,0.4,Yes,1,High Risk
CUST05088,Male,0,23,9,Month-to-month,Credit card,No,67.37,561.24,6,1,1.0,No,0,High Risk
CUST05089,Male,0,19,9,Month-to-month,Bank transfer,DSL,71.58,666.68,2,3,5.1,No,0,High Risk
CUST05091,Male,0,19,4,One year,Electronic check,No,116.93,454.01,7,1,0.9,No,0,High Risk
CUST05094,Male,0,21,52,Month-to-month,Mailed check,DSL,55.73,2809.64,6,1,0.7,No,0,High Risk
CUST05095,Male,0,74,69,Month-to-month,Credit card,DSL,102.35,6491.13,7,0,2.9,No,0,High Risk
CUST05096,Female,0,58,5,Month-to-month,Mailed check,Fiber optic,33.94,156.85,4,1,2.8,No,0,High Risk
CUST05099,Female,0,35,2,Two year,Bank transfer,DSL,19.6,37.7,3,2,0.5,No,0,High Risk
CUST05101,Female,0,63,4,One year,Mailed check,No,83.43,294.75,4,1,0.6,No,0,High Risk
CUST05105,Female,0,38,67,Month-to-month,Mailed check,DSL,61.05,3725.17,7,3,0.2,No,0,Critical Risk
CUST05107,Male,1,56,9,Month-to-month,Electronic check,DSL,113.7,923.72,6,1,7.3,Yes,1,High Risk
CUST05117,Male,0,65,2,One year,Bank transfer,DSL,31.61,60.11,5,2,0.4,Yes,1,High Risk
CUST05118,Female,0,57,56,Month-to-month,Mailed check,Fiber optic,117.9,5971.48,2,3,5.2,No,0,Critical Risk
CUST05123,Male,0,31,23,Month-to-month,Mailed check,Fiber optic,95.11,2265.92,7,4,1.2,No,0,Critical Risk
CUST05127,Male,0,42,31,Month-to-month,Electronic check,Fiber optic,95.41,2765.49,1,1,3.6,No,0,High Risk
CUST05131,Female,0,73,2,Month-to-month,Electronic check,No,44.31,88.27,5,2,5.8,Yes,1,High Risk
CUST05133,Male,0,64,13,Month-to-month,Credit card,Fiber optic,108.45,1223.9,6,1,0.2,Yes,1,High Risk
CUST05138,Male,0,28,69,Month-to-month,Electronic check,Fiber optic,71.12,4463.86,4,3,4.2,No,0,High Risk
CUST05140,Female,1,20,60,Month-to-month,Mailed check,No,24.13,1354.51,1,3,5.3,Yes,1,High Risk
CUST05147,Male,0,27,55,Month-to-month,Mailed check,Fiber optic,96.5,4754.28,1,2,10.9,No,0,High Risk
CUST05149,Male,0,29,49,Month-to-month,Electronic check,DSL,103.73,4554.47,5,1,0.3,Yes,1,High Risk
CUST05150,Male,0,45,7,Month-to-month,Bank transfer,Fiber optic,102.9,683.28,5,3,0.6,Yes,1,Critical Risk
CUST05157,Male,0,31,63,Month-to-month,Mailed check,DSL,109.54,7181.32,4,0,1.8,No,0,High Risk
CUST05159,Female,0,68,7,Month-to-month,Electronic check,DSL,114.38,690.03,6,3,2.9,Yes,1,Critical Risk
CUST05164,Female,0,66,25,Month-to-month,Credit card,DSL,101.17,2373.08,4,2,0.1,Yes,1,High Risk
CUST05165,Male,0,18,6,Month-to-month,Credit card,No,111.67,681.58,3,2,7.8,Yes,1,High Risk
CUST05166,Male,0,58,24,Month-to-month,Mailed check,Fiber optic,97.33,2363.28,3,1,,No,0,High Risk
CUST05167,Female,0,24,18,Month-to-month,Credit card,Fiber optic,117.61,2205.75,7,0,4.4,No,0,High Risk
CUST05168,Male,0,31,6,Two year,Mailed check,Fiber optic,40.07,216.43,6,3,1.1,No,0,Critical Risk
CUST05169,Male,0,33,29,Month-to-month,Credit card,DSL,32.36,840.7,3,3,0.4,Yes,1,Critical Risk
CUST05171,Female,0,33,55,Month-to-month,Credit card,No,102.56,5257.7,2,3,3.7,No,0,Critical Risk
CUST05175,Male,0,46,28,Month-to-month,Bank transfer,No,117.85,2914.91,6,1,2.3,No,0,High Risk
CUST05176,Male,0,38,3,Month-to-month,Credit card,Fiber optic,55.24,167.33,1,2,6.0,No,0,High Risk
CUST05177,Female,0,26,38,Month-to-month,Credit card,DSL,64.72,2178.16,6,4,0.3,No,0,Critical Risk
CUST05179,Female,0,54,51,Month-to-month,Electronic check,DSL,98.86,5129.67,5,2,5.0,Yes,1,High Risk
CUST05184,Female,0,64,59,Month-to-month,Bank transfer,No,31.11,1603.76,6,3,1.0,No,0,Critical Risk
CUST05186,Female,0,23,20,Month-to-month,Electronic check,DSL,65.02,1296.15,4,2,0.5,Yes,1,High Risk
CUST05187,Male,0,49,59,Month-to-month,Electronic check,DSL,90.26,5386.83,4,1,3.3,No,0,High Risk
CUST05189,Male,0,35,9,Month-to-month,Bank transfer,No,83.78,665.03,7,2,8.5,No,0,High Risk
CUST05190,Male,0,71,1,One year,Credit card,Fiber optic,80.87,79.23,7,4,0.1,No,0,Critical Risk
CUST05191,Male,0,65,29,Month-to-month,Mailed check,Fiber optic,41.83,1201.42,4,3,1.5,No,0,High Risk
CUST05193,Male,0,20,56,Month-to-month,Mailed check,DSL,40.67,2001.91,3,2,1.2,Yes,1,High Risk
CUST05195,Female,1,24,35,Month-to-month,Electronic check,Fiber optic,76.46,2620.04,7,1,0.9,No,0,High Risk
CUST05196,Male,0,43,3,One year,Bank transfer,DSL,117.7,361.52,4,3,0.9,Yes,1,Critical Risk
CUST05198,Female,0,51,27,Month-to-month,Electronic check,No,54.24,1480.79,3,1,0.9,No,0,High Risk
CUST05199,Female,0,60,1,Month-to-month,Bank transfer,No,44.17,46.01,2,2,1.0,No,0,Critical Risk
CUST05201,Female,0,50,44,Month-to-month,Electronic check,DSL,59.23,2538.02,4,2,0.1,No,0,High Risk
CUST05202,Female,0,22,41,Month-to-month,Mailed check,No,89.59,3657.16,1,0,13.5,Yes,1,High Risk
CUST05204,Male,0,32,33,Month-to-month,Bank transfer,DSL,115.63,3717.45,4,2,0.1,No,0,High Risk
CUST05206,Male,0,27,63,Month-to-month,Bank transfer,DSL,107.89,6261.33,6,4,8.5,No,0,Critical Risk
CUST05210,Male,0,64,5,Month-to-month,Electronic check,No,75.64,391.06,6,1,5.4,No,0,High Risk
CUST05211,Female,0,54,48,Month-to-month,Credit card,Fiber optic,82.12,3706.3,2,1,7.4,No,0,High Risk
CUST05217,Female,1,65,61,Month-to-month,Bank transfer,Fiber optic,83.8,4666.97,3,1,0.5,No,0,High Risk
CUST05218,Female,0,58,31,Month-to-month,Bank transfer,Fiber optic,107.19,3402.61,2,3,,Yes,1,Critical Risk
CUST05219,Female,0,55,17,Month-to-month,Bank transfer,Fiber optic,79.07,1292.9,7,1,1.0,No,0,High Risk
CUST05220,Male,0,57,24,Month-to-month,Credit card,Fiber optic,88.36,2178.87,5,2,0.4,No,0,High Risk
CUST05221,Male,0,21,23,Month-to-month,Electronic check,Fiber optic,88.19,1891.61,3,5,1.5,Yes,1,Critical Risk
CUST05222,Female,0,58,50,Month-to-month,Electronic check,No,89.89,4129.48,3,0,2.0,No,0,High Risk
CUST05224,Female,0,28,27,Two year,Electronic check,Fiber optic,76.72,1786.2,3,5,0.7,No,0,High Risk
CUST05226,Female,0,58,50,Two year,Electronic check,Fiber optic,50.14,2241.02,7,4,0.6,No,0,High Risk
CUST05228,Female,0,50,8,Month-to-month,Credit card,No,95.75,763.52,2,0,2.4,No,0,High Risk
CUST05229,Male,0,24,3,Month-to-month,Bank transfer,DSL,77.44,206.45,7,1,0.5,No,0,Critical Risk
CUST05231,Male,0,24,47,Month-to-month,Credit card,Fiber optic,103.44,5050.57,3,2,0.9,Yes,1,High Risk
CUST05232,Male,1,18,61,Month-to-month,Electronic check,Fiber optic,108.08,5717.09,4,0,0.6,No,0,High Risk
CUST05233,Male,0,50,32,Month-to-month,Electronic check,No,65.55,2012.63,6,2,0.4,No,0,High Risk
CUST05235,Male,0,21,1,Month-to-month,Mailed check,Fiber optic,114.66,114.1,6,1,6.3,No,0,High Risk
CUST05245,Female,1,19,54,Month-to-month,Credit card,No,61.82,3426.97,6,3,8.1,No,0,High Risk
CUST05246,Female,0,60,2,One year,Electronic check,Fiber optic,72.45,134.9,7,2,1.2,No,0,High Risk
CUST05247,Male,0,43,56,Month-to-month,Electronic check,Fiber optic,115.44,5843.1,2,2,0.3,No,0,High Risk
CUST05250,Female,0,23,35,Month-to-month,Electronic check,DSL,99.56,3428.33,4,1,1.5,No,0,High Risk
CUST05252,Male,0,60,50,Month-to-month,Electronic check,DSL,102.85,5042.17,4,0,0.4,No,0,High Risk
CUST05255,Male,0,33,58,Month-to-month,Bank transfer,No,109.93,6586.89,3,2,7.2,Yes,1,High Risk
CUST05257,Male,0,55,4,Month-to-month,Electronic check,Fiber optic,91.32,338.16,3,1,0.9,No,0,Critical Risk
CUST05259,Female,0,18,6,Month-to-month,Credit card,Fiber optic,34.96,209.06,1,1,1.2,No,0,Critical Risk
CUST05260,Female,0,22,69,Month-to-month,Bank transfer,No,103.17,7178.07,7,2,2.9,Yes,1,High Risk
CUST05261,Female,0,47,69,Month-to-month,Electronic check,No,54.58,3609.7,2,3,1.1,Yes,1,Critical Risk
CUST05265,Male,0,20,51,One year,Bank transfer,No,96.58,4619.76,4,3,7.7,No,0,High Risk
CUST05266,Male,0,20,37,Month-to-month,Bank transfer,DSL,101.77,3219.11,2,2,1.2,Yes,1,High Risk
CUST05267,Female,0,59,69,Month-to-month,Bank transfer,Fiber optic,89.27,5437.73,5,1,15.1,No,0,High Risk
CUST05268,Male,0,22,42,One year,Credit card,Fiber optic,88.6,3863.22,3,3,0.7,No,0,High Risk
CUST05275,Male,0,25,55,One year,Credit card,DSL,20.82,1179.38,7,4,0.4,Yes,1,High Risk
CUST05276,Female,0,21,29,Month-to-month,Electronic check,DSL,32.23,822.24,6,1,1.0,No,0,High Risk
CUST05277,Male,0,23,38,Month-to-month,Bank transfer,Fiber optic,76.17,2721.11,5,1,0.6,No,0,High Risk
CUST05278,Male,0,44,18,Month-to-month,Bank transfer,Fiber optic,93.26,1586.91,4,1,2.5,Yes,1,High Risk
CUST05280,Male,0,36,65,Month-to-month,Bank transfer,Fiber optic,54.22,3033.06,3,1,1.2,No,0,High Risk
CUST05281,Male,0,59,1,Month-to-month,Credit card,Fiber optic,117.75,118.05,2,2,0.1,No,0,Critical Risk
CUST05282,Male,1,61,4,Month-to-month,Bank transfer,DSL,89.79,326.87,3,1,3.2,No,0,High Risk
CUST05283,Male,0,61,4,Two year,Bank transfer,Fiber optic,102.8,383.21,2,0,0.2,No,0,High Risk
CUST05284,Male,0,72,27,Month-to-month,Electronic check,DSL,22.11,574.78,4,4,10.1,No,0,High Risk
CUST05285,Female,0,46,43,Month-to-month,Bank transfer,Fiber optic,42.06,,4,3,6.5,No,0,High Risk
CUST05286,Male,0,55,59,Month-to-month,Bank transfer,DSL,56.17,3330.62,4,5,5.3,No,0,High Risk
CUST05287,Female,0,61,32,Month-to-month,Credit card,DSL,36.63,1203.68,2,3,1.4,No,0,Critical Risk
CUST05289,Male,0,20,28,Month-to-month,Electronic check,DSL,40.96,1120.59,6,1,0.1,No,0,High Risk
CUST05290,Female,0,49,55,Month-to-month,Credit card,DSL,72.43,3639.19,7,2,0.3,Yes,1,High Risk
CUST05291,Male,0,65,60,Month-to-month,Mailed check,DSL,88.97,5160.2,5,2,2.0,No,0,High Risk
CUST05292,Female,0,33,70,Month-to-month,Mailed check,Fiber optic,96.95,6425.33,7,0,2.7,No,0,High Risk
CUST05294,Male,0,19,34,Month-to-month,Bank transfer,DSL,61.65,1821.43,7,3,1.1,No,0,Critical Risk
CUST05296,Male,1,43,13,Month-to-month,Credit card,Fiber optic,61.98,703.06,7,3,0.2,Yes,1,Critical Risk
CUST05299,Female,0,60,54,Month-to-month,Bank transfer,DSL,109.07,5379.38,4,1,13.7,No,0,High Risk
CUST05300,Male,0,66,43,Month-to-month,Mailed check,DSL,100.12,4162.6,6,0,4.4,No,0,High Risk
CUST05301,Male,1,28,39,Month-to-month,Mailed check,Fiber optic,82.95,2925.93,1,5,16.2,Yes,1,Critical Risk
CUST05302,Female,1,63,61,Month-to-month,Electronic check,Fiber optic,108.31,6759.54,6,1,2.1,No,0,High Risk
CUST05307,Female,0,56,30,Month-to-month,Mailed check,No,91.86,2792.29,7,1,15.6,No,0,High Risk
CUST05309,Female,0,42,68,Month-to-month,Electronic check,Fiber optic,88.42,6108.23,2,1,0.1,No,0,High Risk
CUST05310,Female,0,58,67,Month-to-month,Credit card,Fiber optic,113.32,7518.33,3,1,0.6,Yes,1,High Risk
CUST05313,Male,0,62,7,Month-to-month,Bank transfer,DSL,56.54,378.61,7,3,8.1,No,0,High Risk
CUST05314,Female,0,50,40,One year,Electronic check,DSL,100.58,4023.14,4,4,3.1,Yes,1,High Risk
CUST05317,Male,0,18,68,Two year,Mailed check,DSL,103.8,6142.93,6,5,5.9,No,0,High Risk
CUST05318,Female,0,63,49,Month-to-month,Bank transfer,No,106.11,4421.82,1,2,1.3,No,0,High Risk
CUST05319,Female,0,55,52,Two year,Electronic check,No,30.58,1366.96,2,3,0.2,Yes,1,High Risk
CUST05320,Female,0,39,29,Month-to-month,Credit card,Fiber optic,104.27,3154.84,3,2,4.5,No,0,High Risk
CUST05323,Male,0,47,47,Month-to-month,Credit card,Fiber optic,72.97,3127.54,6,3,5.7,No,0,High Risk
CUST05324,Male,0,40,42,Month-to-month,Mailed check,DSL,85.63,3480.06,7,1,5.7,No,0,High Risk
CUST05325,Female,0,60,51,Month-to-month,Electronic check,Fiber optic,93.53,4959.36,7,2,3.6,No,0,High Risk
CUST05328,Female,0,36,70,Month-to-month,Mailed check,Fiber optic,100.57,7306.09,6,2,3.9,No,0,High Risk
CUST05333,Male,1,45,54,Month-to-month,Credit card,Fiber optic,109.64,5086.11,3,1,1.3,No,0,High Risk
CUST05334,Male,0,28,24,Month-to-month,Credit card,DSL,37.43,930.94,3,1,1.4,No,0,High Risk
CUST05337,Male,0,63,63,Month-to-month,Mailed check,Fiber optic,90.4,5853.83,7,1,5.5,No,0,High Risk
CUST05338,Female,0,46,57,Month-to-month,Bank transfer,Fiber optic,87.07,4313.63,5,0,4.7,Yes,1,High Risk
CUST05339,Female,0,49,55,One year,Credit card,Fiber optic,77.88,4324.46,4,3,0.2,No,0,High Risk
CUST05340,Male,0,67,60,Month-to-month,Bank transfer,Fiber optic,91.51,5487.34,7,1,3.6,No,0,High Risk
CUST05342,Male,0,35,30,Month-to-month,Mailed check,DSL,104.22,2893.96,6,1,0.7,No,0,High Risk
CUST05343,Female,0,45,22,Month-to-month,Bank transfer,Fiber optic,89.03,2023.52,7,2,9.5,No,0,High Risk
CUST05347,Male,0,64,65,Month-to-month,Bank transfer,DSL,23.68,1392.23,3,1,0.7,Yes,1,High Risk
CUST05348,Female,0,50,31,Month-to-month,Mailed check,Fiber optic,99.7,2763.29,4,1,1.7,No,0,High Risk
CUST05349,Female,0,61,30,One year,Electronic check,DSL,44.46,1278.11,3,4,0.3,No,0,High Risk
CUST05350,Female,0,67,18,Two year,Bank transfer,Fiber optic,77.36,1425.49,2,3,0.3,No,0,High Risk
CUST05354,Male,1,60,56,Two year,Bank transfer,DSL,102.37,5242.51,6,4,2.6,No,0,High Risk
CUST05356,Male,0,37,67,Month-to-month,Mailed check,No,71.43,4827.25,4,3,4.2,No,0,High Risk
CUST05357,Male,1,58,56,Month-to-month,Mailed check,DSL,114.32,6331.95,7,1,0.2,Yes,1,High Risk
CUST05362,Male,0,60,1,Two year,Mailed check,Fiber optic,59.3,58.64,4,0,0.2,No,0,High Risk
CUST05363,Female,0,70,52,Month-to-month,Electronic check,No,115.0,5404.16,3,4,0.8,No,0,Critical Risk
CUST05364,Female,0,38,70,One year,Credit card,Fiber optic,113.7,8218.21,4,3,10.6,No,0,High Risk
CUST05366,Male,0,72,65,Month-to-month,Electronic check,Fiber optic,35.58,2222.59,4,1,0.8,No,0,High Risk
CUST05367,Female,0,30,51,Month-to-month,Mailed check,DSL,101.66,5265.29,6,8,2.0,No,0,Critical Risk
CUST05368,Male,1,66,1,Month-to-month,Mailed check,DSL,52.19,48.56,3,3,1.1,Yes,1,Critical Risk
CUST05370,Female,0,27,53,One year,Mailed check,No,98.07,5170.37,6,3,5.4,No,0,High Risk
CUST05371,Male,0,45,16,Month-to-month,Electronic check,Fiber optic,64.37,1065.12,1,2,0.8,No,0,High Risk
CUST05374,Female,0,72,40,Month-to-month,Mailed check,Fiber optic,85.41,3197.99,5,2,2.7,No,0,High Risk
CUST05379,Female,0,37,17,One year,Bank transfer,No,112.34,1742.87,4,3,0.6,Yes,1,High Risk
CUST05380,Male,0,25,59,Month-to-month,Credit card,No,111.88,6552.58,4,2,6.4,No,0,High Risk
CUST05381,Male,0,32,23,Month-to-month,Electronic check,Fiber optic,47.37,958.25,5,1,1.2,Yes,1,High Risk
CUST05382,Female,0,50,7,Month-to-month,Electronic check,DSL,93.03,597.93,3,1,0.9,No,0,High Risk
CUST05383,Female,0,36,44,Month-to-month,Credit card,Fiber optic,97.1,3648.83,5,2,1.6,No,0,High Risk
CUST05391,Female,0,48,19,One year,Credit card,Fiber optic,118.32,2134.0,2,3,1.8,Yes,1,High Risk
CUST05392,Female,0,55,2,Month-to-month,Bank transfer,Fiber optic,42.74,88.32,6,0,10.2,No,0,High Risk
CUST05397,Female,0,36,22,Two year,Bank transfer,No,39.16,804.87,1,3,1.0,No,0,High Risk
CUST05398,Female,0,61,32,Month-to-month,Electronic check,DSL,44.74,1384.74,1,1,0.7,Yes,1,High Risk
CUST05399,Male,0,30,1,Month-to-month,Credit card,Fiber optic,62.11,62.4,3,0,4.2,No,0,High Risk
CUST05400,Male,0,55,54,Month-to-month,Electronic check,DSL,30.45,1442.3,1,4,0.1,Yes,1,Critical Risk
CUST05404,Female,0,44,6,Month-to-month,Electronic check,DSL,92.08,541.56,6,4,1.6,Yes,1,Critical Risk
CUST05406,Female,0,56,23,Month-to-month,Electronic check,DSL,80.21,1640.13,1,1,1.7,No,0,High Risk
CUST05408,Male,0,32,26,Month-to-month,Bank transfer,Fiber optic,23.92,538.49,4,3,2.6,No,0,High Risk
CUST05411,Female,0,42,27,Month-to-month,Credit card,Fiber optic,102.43,2414.5,4,4,4.4,No,0,Critical Risk
CUST05414,Male,0,73,55,Month-to-month,Credit card,Fiber optic,31.61,1589.43,1,4,7.9,No,0,High Risk
CUST05415,Male,0,51,64,Month-to-month,Mailed check,DSL,47.32,3176.48,2,0,1.0,No,0,High Risk
